State, Facility Name, Facility ID (ORISPL), Year, Gross Load (MW-h), CO2 (short tons), Heat Input (MMBtu), Facility Latitude, Facility Longitude,CO2 (Mt)
IA,Streeter Station,1131,2020,3045.3,3659.517,60445.821,42.5267,-92.4394,0.003319859
IA,Summit Lake,1206,2020,10112.66,,170455.241,41.1141,-94.3499,0
IA,Sycamore Combustion Turbine,8029,2020,2967.54,,61763.59,41.6722,-93.6769,0
IA,Walter Scott Jr. Energy Center,1082,2020,5449699,5478142.3,52232489.33,41.18,-95.8408,4.969688522
ID,Bennett Mountain Power Project,55733,2020,313247.62,202071.538,3400267.35,43.147,-115.6671,0.183316268
ID,Evander Andrews Power Complex,7953,2020,276719.21,177466.461,2986230.084,43.1794,-115.7328,0.160994911
ID,Langley Gulch Power Plant,57028,2020,1561630.36,627313.996,10555784.79,43.9046,-116.8181,0.569089847
ID,Rathdrum Combustion Turbine Project,7456,2020,160350.06,91511.305,1539881.405,47.8034,-116.869,0.083017683
ID,"Rathdrum Power, LLC",55179,2020,1713057.77,709316.606,11935557.03,47.7861,-116.9214,0.643481385
IL,Alsey Station,7818,2020,19536.53,6981.494,248594.199,39.5697,-90.4362,0.006333507
IL,Archer Daniels Midland Co.,10865,2020,,,11939789.45,39.8675,-88.885,0
IL,Archer Daniels Midland Co. - Peoria,10866,2020,,,1717566.194,40.6776,-89.6069,0
IL,Aurora,55279,2020,785339.12,461804.32,7770818.632,41.8151,-88.2265,0.418941952
IL,Baldwin Energy Complex,889,2020,4472537.21,4466151.61,42583477.51,38.205,-89.855,4.051625748
IL,"Calumet Energy Team, LLC",55296,2020,15094.83,9038.629,155608.84,41.6835,-87.5563,0.008199709
IL,Cordova Energy Company,55188,2020,2037961.77,804562.545,13538132.8,41.7146,-90.2802,0.729887072
IL,Crete Energy Park,55253,2020,39740.13,29739.344,500497.518,41.4297,-87.6187,0.026979087
IL,Dallman,963,2020,915361.2,946787.427,9252006.177,39.7539,-89.6011,0.858911352
IL,E D Edwards,856,2020,3337685.28,3432477.373,32727715.52,40.5958,-89.6631,3.113891986
IL,"Elgin Energy Center, LLC",55438,2020,382279.85,262695.088,4420334.302,41.9997,-88.2445,0.238313043
IL,Elwood Energy Facility,55199,2020,392524.61,260504.364,4383567.687,41.4388,-88.1236,0.236325651
IL,Exxonmobil Oil Corporation,50627,2020,72873,,,41.4167,-88.1833,0
IL,Factory Gas Turbine,8016,2020,178.91,,5094.1,39.8266,-89.6368,0
IL,Fisk,886,2020,,777.9,9605.5,41.8508,-87.6533,0.000705699
IL,Freedom Power Project,7842,2020,924.4,548.616,9231.402,39.1025,-88.8589,0.000497696
IL,"Gibson City Energy Center, LLC",55201,2020,204214.75,147633.886,2484262.467,40.4705,-88.3987,0.133931247
IL,Goose Creek Power Plant,55496,2020,20648.75,14422.425,242686.922,40.1083,-88.5986,0.013083808
IL,"Grand Tower Energy Center, LLC",862,2020,1169568.42,676329.532,11380872.66,37.6578,-89.5119,0.613556006
IL,Holland Energy Facility,55334,2020,2381435.68,1002133.715,16862714.76,39.2242,-88.7594,0.909120674
IL,"INEOS Joliet, LLC",880089,2020,,,463459.2,41.4417,-88.1728,0
IL,Ingredion Incorporated Argo Plant,54556,2020,,,9018088.646,41.7775,-87.8233,0
IL,Interstate,7425,2020,27851.33,21265.749,357420.039,39.8233,-89.5888,0.019291969
IL,Joliet 29,384,2020,1090972.25,670585.43,11312187.93,41.4947,-88.125,0.608345043
IL,Joliet 9,874,2020,21370.5,15255.85,257356.525,41.4947,-88.125,0.013839878
IL,Joppa Steam,887,2020,4491016.89,4446866.1,44699839.57,37.2103,-88.8606,4.034130223
IL,Kendall Energy Facility,55131,2020,7757217.2,3354898.638,56452603.93,41.4797,-88.2581,3.043513721
IL,Kincaid Generating Station,876,2020,1624268.92,1697765.107,16187689.84,39.5906,-89.4964,1.540187039
IL,Kinmundy Power Plant,55204,2020,17809.7,12370.72,208157.654,38.7619,-89.0128,0.011222532
IL,"LSP University Park, LLC",55640,2020,823988.36,483947.538,8143022.589,41.4426,-87.7515,0.439029947
IL,"Lee County Generating Station, LLC",55236,2020,260714.49,201305.252,3387296.152,41.8287,-89.4054,0.182621105
IL,Lemont Refinery,880076,2020,,,2277979.798,41.6439,-88.0467,0
IL,Lincoln Generating Facility,55222,2020,4029.14,3737.538,62887.625,41.3937,-87.9437,0.003390638
IL,MEPI GT Facility,7858,2020,19381.74,20510.279,345110.868,37.2175,-88.8658,0.018606617
IL,Marathon Petroleum Company LP,880088,2020,,,,39,-87.7222,0
IL,Marion,976,2020,999231.45,1356548.317,12859348.21,37.6206,-88.955,1.230640285
IL,"Morris Cogeneration, LLC",55216,2020,625099.89,,7844389.308,41.4092,-88.3292,0
IL,Nelson Energy Center,55183,2020,3961687.92,1594575.796,26831806.83,41.7749,-89.6067,1.446575243
IL,Newton,6017,2020,2859819.79,3019906.626,28793934.07,38.9361,-88.2778,2.739613993
IL,"Pacific Ethanol Pekin, Inc.",880086,2020,,,2265200.225,40.555,-89.6628,0
IL,Pinckneyville Power Plant,55202,2020,80424.87,45879.129,771991.516,38.1114,-89.3467,0.041620858
IL,Powerton,879,2020,1042259,1286625.38,12096674.75,40.5408,-89.6786,1.167207245
IL,Prairie State Generating Station,55856,2020,12145749.17,12988380.74,126592426.1,38.2792,-89.667,11.78286418
IL,Raccoon Creek Power Plant,55417,2020,5429.3,3973.982,66869.28,38.6996,-88.5392,0.003605137
IL,Rockford Energy Center,55238,2020,129145.39,82914.214,1395210.974,42.2403,-89.1025,0.075218531
IL,Rockford II Energy Center,55936,2020,83654.94,49038.782,825181.854,42.2383,-89.1014,0.044487247
IL,"Rocky Road Power, LLC",55109,2020,78366.03,55471.303,928948.267,42.0931,-88.2397,0.050322734
IL,Shelby County,55237,2020,317114.01,181122.5,3069795.5,39.2794,-88.4772,0.164311615
IL,Southeast Chicago Energy Project,55281,2020,,,,41.7181,-87.5449,0
IL,Tate & Lyle,10867,2020,,,4478024.62,39.8466,-88.9261,0
IL,Tilton Power Station,7760,2020,116684.33,70570.855,1187466.184,40.1063,-87.6539,0.064020821
IL,University Park Energy,55250,2020,399012.5,257489.4,4363611.9,41.4405,-87.7528,0.233590521
IL,Venice,913,2020,64855.64,38989.655,656068.896,38.6642,-90.1764,0.03537083
IL,Waukegan,883,2020,747176.75,832780.45,7877858.9,42.3833,-87.8133,0.755485933
IL,Will County,884,2020,372554.75,431771.475,4087933.475,41.6334,-88.0626,0.391696606
IL,Wood River Refinery,880067,2020,,,8059707.02,38.8375,-90.0675,0
IL,Zion Energy Center,55392,2020,555762.65,358080.616,6015143.555,42.4776,-87.895,0.324845364
IN,A B Brown Generating Station,6137,2020,2367299.55,2609644.344,25549087.07,37.9053,-87.715,2.367430204
IN,Alcoa Allowance Management Inc,6705,2020,5238264.42,5908255.332,57585408.86,37.915,-87.3328,5.359880613
IN,Anderson,7336,2020,9245.51,7556.836,126798.711,40.0529,-85.7389,0.006855448
IN,ArcelorMittal USA - Indiana Harbor East,10474,2020,,,,41.68,-87.4264,0
IN,BP Whiting Business Unit,52130,2020,,,9241623.733,41.6703,-87.4803,0
IN,Bailly Generating Station,995,2020,,,,41.6433,-87.1225,0
IN,C. C. Perry K Steam Plant,992,2020,,55917.181,3381875.077,39.7622,-86.1667,0.050727228
IN,Cayuga,1001,2020,4760978.59,4526193.386,44187386.43,39.9239,-87.4272,4.106094747
IN,Clifty Creek,983,2020,4878619.51,5021194.772,48939578.43,38.7383,-85.4192,4.555152579
IN,Edwardsport Generating Station,1004,2020,2896743.44,2994571.452,23563498.54,38.8067,-87.2472,2.716630303
IN,F B Culley Generating Station,1012,2020,1019411.38,1258642.022,12318607.89,37.91,-87.3267,1.141821163
IN,Georgetown Substation,7759,2020,236258.35,171322.486,2882872.681,39.9022,-86.2439,0.155421189
IN,Gibson,6113,2020,12881660.64,12455766.04,121401225.6,38.3722,-87.7661,11.29968411
IN,Grain Processing Corporation,880108,2020,,,1269931.6,38.6552,-87.1814,0
IN,Henry County Generating Station,7763,2020,283586.37,173667.662,2922303.334,39.9528,-85.5039,0.157548698
IN,Hoosier Energy Lawrence Co Station,7948,2020,54789.19,35021.061,589337.313,38.8003,-86.4511,0.031770581
IN,IPL - Eagle Valley Generating Station,991,2020,5207893.06,1975885.608,33248107.5,39.4851,-86.4176,1.792493785
IN,IPL - Harding Street Station (EW Stout),990,2020,1727221.58,1065762.083,17931821.54,39.7119,-86.1975,0.966843375
IN,IPL - Petersburg Generating Station,994,2020,6924504.44,7196134.229,70137795.3,38.5267,-87.2525,6.528225031
IN,Lawrenceburg Energy Facility,55502,2020,8778351.65,3735983.92,62865153.95,39.0913,-84.8667,3.389228572
IN,Merom,6213,2020,2808564.29,3007001.638,29308006.55,39.0694,-87.5108,2.727906781
IN,Michigan City Generating Station,997,2020,1656613.24,1705426.85,16260738.31,41.7203,-86.9097,1.547137657
IN,Montpelier Electric Gen Station,55229,2020,144512.28,90326.7,1530873.8,40.6206,-85.3057,0.081943027
IN,Noblesville,1007,2020,1198661.27,748959.963,12602113.49,40.0969,-85.9714,0.679445244
IN,Portside Energy,55096,2020,78705.25,,1465975,41.6317,-87.1728,0
IN,Purdue University-Wade Utility,50240,2020,,,4976647.233,40.4172,-86.9117,0
IN,R Gallagher,1008,2020,66469.8,68064.195,663392.384,38.2636,-85.8381,0.061746817
IN,R M Schahfer Generating Station,6085,2020,3158399.59,3810973.865,36912136.12,41.2175,-87.0239,3.457258326
IN,Richmond (IN),7335,2020,5609.08,4455.224,71253.057,39.8383,-84.9665,0.004041712
IN,Rockport,6166,2020,4357448.8,4383521.255,41905763.27,37.9256,-87.0372,3.97666473
IN,St. Joseph Energy Center LLC,57794,2020,4835023.43,1898816.536,31951260.6,41.6996,-86.4814,1.722577879
IN,Sugar Creek Generating Station,55364,2020,3415368.67,1409419.3,23716141.33,39.3922,-87.5103,1.278604048
IN,US Steel Corp - Gary Works,50733,2020,,,10723867.41,41.6133,-87.3281,0
IN,Vermillion Generating Station,55111,2020,170255.22,126927.216,2135816.564,39.9208,-87.445,0.115146466
IN,Wabash River Highland Plant,57842,2020,113716.82,73425.318,1235512.162,39.5326,-87.4262,0.066610347
IN,Wheatland Generating Facility LLC,55224,2020,155217.37,120754.458,2031851.63,38.6716,-87.2931,0.109546633
IN,Whitewater Valley,1040,2020,40650.9,47316.611,461185.104,39.8028,-84.8953,0.04292492
IN,"Whiting Clean Energy, Inc.",55259,2020,2259216.69,1548203.317,26051463.42,41.6739,-87.4778,1.404506826
IN,Worthington Generation,55148,2020,89197.77,55684.343,936982.016,39.0717,-87.0128,0.050516001
KS,Chanute 2,1268,2020,241640.35,193589.122,3269468.305,37.6953,-95.4586,0.175621148
KS,Cimarron River,1230,2020,474.72,390.832,6582.435,37.1611,-100.7619,0.000354557
KS,Clifton Station,8037,2020,2561.69,,59531.563,39.6125,-97.2778,0
KS,Coffeyville,1271,2020,258.72,168.146,2835.279,37.0456,-95.6076,0.00015254
KS,East 12th Street,7013,2020,7772,5637,95608.5,37.2376,-96.9619,0.005113802
KS,Emporia Energy Center,56502,2020,410463.07,293090.158,4931796.397,38.4464,-96.0651,0.265886995
KS,Fort Dodge aka Judson Large,1233,2020,3162.8,2039.589,34321.45,37.7328,-99.9497,0.001850285
KS,Garden City,1336,2020,11271.1,1949.35,166228.219,37.9703,-100.8956,0.001768421
KS,Gordon Evans Energy Center,1240,2020,125669.1,87637.59,1473745.773,37.7903,-97.5217,0.079503507
KS,Great Bend Station aka Arthur Mullergren,1235,2020,1517.8,1047.064,17623.414,38.41,-98.8689,0.000949881
KS,Holcomb,108,2020,1590757,1599375.823,15249576.28,37.9306,-100.9725,1.450929756
KS,Hutchinson Energy Center,1248,2020,4873.55,,201327.3,38.0906,-97.8747,0
KS,Jeffrey Energy Center,6068,2020,7730140.06,8145164.31,77712558.28,39.2825,-96.1153,7.389170885
KS,La Cygne,1241,2020,6645950.96,6912975.648,65925746.96,38.3472,-94.6389,6.271347813
KS,Lawrence Energy Center,1250,2020,2135532.68,2181852.158,21159756.63,39.0072,-95.2692,1.97934355
KS,McPherson 2,1305,2020,12972.44,,228043.7,38.3461,-97.6761,0
KS,McPherson Municipal Power Plant #3,7515,2020,9943.26,7571.567,124964.692,38.3864,-97.61,0.006868812
KS,Nearman Creek,6064,2020,1206700.87,1423278.426,13611277.48,39.1714,-94.6958,1.291176839
KS,Osawatomie Generating Station,7928,2020,21420.21,13900.224,233907.614,38.5325,-94.9042,0.012610075
KS,Quindaro,1295,2020,3532.97,,91023.5,39.1486,-94.6405,0
KS,Riverton,1239,2020,1518458.86,644324.479,10841966.64,37.0719,-94.6986,0.584521502
KS,West Gardner Generating Station,7929,2020,82897.58,60066.28,1010724.897,38.7878,-94.985,0.054491228
KY,Big Sandy,1353,2020,947876.72,539187.029,9072868.604,38.1707,-82.6176,0.489142385
KY,Bluegrass Generating Station,55164,2020,82882.94,59083.715,941294.503,38.3902,-85.4133,0.05359986
KY,Cane Run,1363,2020,4673556.78,1878987.956,31617572.04,38.1828,-85.8894,1.704589689
KY,"Catlettsburg Refining, LLC",880038,2020,,,671409.186,38.375,-82.6042,0
KY,Coleman,1381,2020,,,,37.9628,-86.7917,0
KY,D B Wilson,6823,2020,2510036.11,2657884.525,25905336.59,37.4497,-87.0803,2.411192973
KY,"DTE Calvert City, LLC",55308,2020,77073.18,,1264338.422,37.0467,-88.3506,0
KY,E W Brown,1355,2020,1453487.14,1516834.619,15795745.82,37.7889,-84.7139,1.376049614
KY,East Bend,6018,2020,2492241.74,2730062.755,26608833.8,38.9031,-84.8511,2.47667198
KY,Elmer Smith,1374,2020,501701.9,504216.512,4914382.851,37.7958,-87.0597,0.457417656
KY,Ghent,1356,2020,10909912.48,10547018.84,102797458.6,38.7497,-85.035,9.568097288
KY,H L Spurlock,6041,2020,8104200.2,7577184.401,73851755.81,38.7,-83.8175,6.873908031
KY,John S. Cooper,1384,2020,175911.6,176678.565,1722022.663,37,-84.5917,0.160280144
KY,Marshall County,55232,2020,25765,19768.555,320044.87,37.0286,-88.3958,0.017933737
KY,Mill Creek,1364,2020,7338922.89,6995650.739,68286753.78,38.0531,-85.91,6.346349416
KY,Paddy's Run,1366,2020,36266.64,22061.642,373420.159,38.2147,-85.8453,0.020013991
KY,Paducah Power Systems Plant 1,56556,2020,16611.56,11715.17,197132.811,37.0339,-88.6161,0.010627826
KY,Paradise,1378,2020,7583902.84,3316502.109,52114080.14,37.2608,-86.9783,3.008680966
KY,Phoenix Paper Wickliffe LLC,880065,2020,,,,36.9461,-89.0792,0
KY,R D Green,6639,2020,1301748.45,1407376.869,13717138.67,37.6467,-87.5006,1.276751185
KY,Riverside Generating Company,55198,2020,481074.46,326974.243,5501978.278,38.1933,-82.6042,0.296626129
KY,Robert Reid,1383,2020,3116,,50084.7,37.6467,-87.5033,0
KY,Shawnee,1379,2020,4088847.69,4705547.174,44866116.76,37.1517,-88.775,4.268801813
KY,Smith Generating Facility,54,2020,319361.45,229094.517,3852807.891,37.8824,-84.1025,0.207831109
KY,Trimble County,6071,2020,9702331.42,8478734.484,84222695.17,38.5847,-85.4117,7.691780743
LA,Acadia Power Station,55173,2020,6095825.54,2351630.409,39570745.04,30.4284,-92.4112,2.133363833
LA,Arsenal Hill Power Plant,1416,2020,2266558.68,1435790.698,24159929.98,32.5181,-93.7611,1.302527784
LA,Bayou Cove Peaking Power Plant,55433,2020,55222.33,42529.793,715655.956,30.2825,-92.5994,0.03858239
LA,Big Cajun 1,1464,2020,57122.47,41180.423,692928.76,30.6736,-91.3525,0.037358262
LA,Big Cajun 2,6055,2020,1372469.58,1075686.12,15225489.63,30.7261,-91.3669,0.975846313
LA,Brame Energy Center,6190,2020,5366111.81,5593480.331,56392476.86,31.395,-92.7167,5.074321454
LA,Calcasieu Plant,55165,2020,82810.68,58082.714,977380.331,30.1603,-93.3458,0.052691767
LA,Carville Energy Center,55404,2020,2702501,1224614.117,20606522.52,30.2292,-91.065,1.110951558
LA,Coughlin Power Station,1396,2020,3835737.57,1632662.042,27472642.95,30.8442,-92.2606,1.481126515
LA,Dolet Hills Power Station,51,2020,792668.73,830981.316,7632777.63,32.0306,-93.5692,0.753853785
LA,Hargis-Hebert Electric Generating Statio,56283,2020,21398.66,14660.357,246671.442,30.1694,-91.9923,0.013299656
LA,Houma,1439,2020,28606.4,20176.954,339518.653,29.5808,-90.7222,0.01830423
LA,LEPA Unit No. 1,58478,2020,210669.5,97208.075,1635772.625,29.6913,-91.193,0.088185708
LA,Lake Charles Power Station,60927,2020,3323202.84,1314161.819,22113306.5,30.2706,-93.2886,1.19218789
LA,Lieberman Power Plant,1417,2020,24816.03,18866.88,317446.994,32.7047,-93.9597,0.017115751
LA,Little Gypsy,1402,2020,1712408.95,1087990.954,18307564.1,30.0033,-90.4611,0.987009074
LA,Louisiana 1,1391,2020,3223665.23,2271277.068,38218653.18,30.4903,-91.1875,2.060468487
LA,Nelson Industrial Steam Company,50030,2020,,,14438645,30.2861,-93.2917,0
LA,Ninemile Point,1403,2020,9732153.79,4846137.255,81544367.13,29.9472,-90.1458,4.396343026
LA,Ouachita Plant,55467,2020,3484537.64,1574139.764,26487928.88,32.7056,-92.0697,1.428035982
LA,Perryville Power Station,55620,2020,3262017.98,1362091.052,22919726.7,32.6914,-92.0192,1.235668571
LA,Plaquemine Cogen Facility,55419,2020,10326968.33,3206908.623,56524726.62,30.3215,-91.2392,2.909259399
LA,R S Cogen LLC,55117,2020,2780520.24,1522424.954,25617820.26,30.221,-93.2826,1.381121082
LA,R S Nelson,1393,2020,1017049.8,1182981.035,11279371.81,30.2861,-93.2917,1.07318265
LA,St. Charles Power Station,60926,2020,5993329.19,2471553.306,41588645.25,30.0051,-90.4617,2.242156086
LA,Sterlington,1404,2020,1020.48,750.522,12628.037,32.7047,-92.0792,0.000680862
LA,T J Labbe Electric Generating Station,56108,2020,20736.71,13938.073,234523.033,30.2554,-92.0433,0.012644411
LA,Taft Cogeneration Facility,55089,2020,3652409.94,2552160.82,42945276.38,29.9861,-90.4575,2.315282013
LA,Teche Power Station,1400,2020,502510.07,304082.141,5116865.048,29.8223,-91.5427,0.275858757
LA,Washington Parish Energy Center,55486,2020,7595.37,3956.169,66571.89,30.7914,-89.9092,0.003588977
LA,Waterford 1 & 2,8056,2020,133111.69,88188.892,1479339.405,29.9994,-90.4758,0.08000364
MA,Bellingham,10307,2020,40963.76,28751.054,481654.901,42.0925,-71.4833,0.026082525
MA,Bellingham Power Generation LLC,55211,2020,968063.43,649280.37,10925397.2,42.1113,-71.4529,0.589017412
MA,Berkshire Power,55041,2020,633482.68,268970.39,4525904.71,42.0476,-72.6478,0.244005903
MA,Blackstone,1594,2020,,,127422.871,42.3636,-71.1161,0
MA,Blackstone Power Generation LLC,55212,2020,946261.04,625063.477,10517931.66,42.0575,-71.5172,0.56704821
MA,Canal Station,1599,2020,317735.42,192024.631,3172012.484,41.7694,-70.5097,0.174201865
MA,Cleary Flood,1682,2020,51574.35,33339.974,560039.619,41.8653,-71.1061,0.030245524
MA,Dartmouth Power,52026,2020,48228.72,24925.136,418838.686,41.6728,-70.9989,0.02261171
MA,Deer Island Treatment,10823,2020,2383.84,2567.853,31639.798,42.3497,-70.9601,0.002329518
MA,Dighton,55026,2020,214964.61,100391.37,1689282.333,41.8312,-71.1239,0.091073545
MA,Doreen,1631,2020,53.57,,1119.9,42.4431,-73.2061,0
MA,Exelon West Medway II,59882,2020,197983.72,115862.331,1940048.243,42.1375,-71.444,0.105108569
MA,Fore River Energy Center,55317,2020,3402744.31,1475845.104,24815891.78,42.2417,-70.9653,1.338864541
MA,Framingham Station,1586,2020,624.17,,16865.3,42.2672,-71.3983,0
MA,General Electric Aircraft,10029,2020,,,319089.502,42.45,-70.9739,0
MA,Kendall Green Energy LLC,1595,2020,2026761.65,789389.602,13292160.9,42.3633,-71.0792,0.716122406
MA,Kneeland Station,880023,2020,,,1272915.516,42.35,-71.0583,0
MA,MASSPOWER,10726,2020,252619.5,178018.8,2995553.975,42.156,-72.5292,0.161495985
MA,MBTA South Boston Power Facility,10176,2020,460.87,479.7,5916.2,42.3414,-71.0311,0.000435177
MA,MIT Central Utility Plant,54907,2020,158198.4,,1230432.796,42.3611,-71.0934,0
MA,Medway Station,1592,2020,1148.5,2724.5,33620.5,42.1364,-71.4478,0.002471626
MA,"Milford Power, LLC",54805,2020,204201.21,104361.763,1756061.57,42.1292,-71.5122,0.094675426
MA,Millennium Power,55079,2020,685691.31,449275.269,7559875.478,42.1127,-72.0152,0.407575785
MA,Mystic,1588,2020,1924174.94,844116.246,14197747.54,42.3917,-71.0667,0.765769597
MA,Pittsfield Generating,50002,2020,25844.95,19151.953,321453.334,42.4564,-73.2181,0.017374364
MA,Potter,1660,2020,20863.47,12410.217,202330.249,42.235,-70.9672,0.011258363
MA,Salem Harbor Station NGCC,60903,2020,862898.19,367883.891,6190364.34,42.5256,-70.8784,0.333738748
MA,Stony Brook Energy Center,6081,2020,74713.75,55276.025,916619.075,42.1977,-72.5103,0.050145581
MA,"Tanner Street Generation, LLC",54586,2020,20991.9,11177.651,187712.413,42.6308,-71.3133,0.010140197
MA,Waters River,1678,2020,3542.04,2143.5,43352.3,42.5428,-70.9236,0.001944551
MA,West Springfield,1642,2020,2297.67,1540.799,28185.505,42.0956,-72.5958,0.00139779
MA,Woodland Road,1643,2020,98.98,,1568.9,42.3362,-73.2352,0
MD,AES Warrior Run,10678,2020,949400.27,1221680.864,11908738.45,39.5944,-78.7456,1.108290555
MD,"American Sugar Refining, Inc.",54795,2020,,,944415.925,39.2749,-76.5945,0
MD,Brandon Shores,602,2020,1147940.66,1250397.931,12187110.16,39.1792,-76.5383,1.134342247
MD,Brandywine Power Facility,54832,2020,606364.58,290059.757,4877510.921,38.6681,-76.8678,0.263137861
MD,CPV St. Charles Energy Center,56846,2020,3199543.55,1588380.536,26727342.42,38.5686,-76.8919,1.440954997
MD,Chalk Point,1571,2020,481984.51,439272.376,5546031.768,38.5444,-76.6861,0.39850131
MD,Cove Point LNG Terminal,59073,2020,1457789.95,1012755.91,18978570.58,38.387,-76.408,0.91875697
MD,Dickerson,1572,2020,278629.35,267877.677,2854660.235,39.2086,-77.4644,0.24301461
MD,Herbert A Wagner,1554,2020,105706.46,123320.104,1341439.419,39.1781,-76.5268,0.111874149
MD,Keys Energy Center,60302,2020,5010017.6,2148051.95,36145023.56,38.6955,-76.8278,1.948680508
MD,Luke Paper Company,50282,2020,,,,39.4722,-79.0575,0
MD,Morgantown,1573,2020,1257376.26,1284643.79,12531503.73,38.3592,-76.9767,1.165409577
MD,NIH Cogeneration Facility,56668,2020,160871.44,,1899933.137,38.9982,-77.1026,0
MD,Perryman,1556,2020,207626.55,140663.258,2265402.118,39.4422,-76.2208,0.127607598
MD,Rock Springs Generating Facility,7835,2020,261073.82,166526.445,2802116.533,39.7183,-76.1606,0.151070293
MD,Vienna,1564,2020,1439.1,1953.048,24066.25,38.4878,-75.8208,0.001771776
MD,Westport,1560,2020,3373.72,3190.805,53688.115,39.2719,-76.6186,0.00289465
MD,Wildcat Point Generation Facility,59220,2020,3094344.87,1234346.086,20770286.16,39.7194,-76.1616,1.119780254
ME,Androscoggin Energy,55031,2020,373593.6,277735.255,4668678.569,44.5047,-70.2403,0.251957257
ME,Bucksport Generation LLC,50243,2020,3932.29,2987.202,49396.884,44.5739,-68.8033,0.002709945
ME,Maine Independence Station,55068,2020,112698.23,81954.866,1379044.941,44.8236,-68.7106,0.074348225
ME,Rumford Power,55100,2020,166510.07,74514.703,1253848.768,44.5303,-70.5219,0.067598621
ME,Westbrook Energy Center,55294,2020,1103709.39,413690.835,6961177.045,43.6576,-70.3772,0.37529412
ME,William F Wyman,1507,2020,18109.8,16456.563,193733.896,43.75,-70.1569,0.014929147
MI,48th Street Peaking Station,7258,2020,78073.43,54022.776,908994.741,42.7553,-86.0853,0.049008652
MI,Alpine Power Plant,59926,2020,804767.19,492823.2,8352632,45.0624,-84.8261,0.447081815
MI,Belle River,6034,2020,4944109.89,5018291.802,49747806.27,42.7748,-82.4945,4.552519048
MI,Cadillac Renewable Energy,54415,2020,50988,,983377.653,44.2634,-85.4348,0
MI,Dan E Karn,1702,2020,1828725.45,2109575.665,20504908.27,43.6425,-83.8431,1.9137754
MI,Dean Peakers,55718,2020,733346.71,511160.287,8601439.405,42.774,-82.4818,0.463716945
MI,Dearborn Industrial Generation,55088,2020,3563337,2132402.875,43465600.9,42.3026,-83.154,1.934483902
MI,Delray,1728,2020,36770.21,24966,420078.95,42.2947,-83.1019,0.022648781
MI,Dow AgroSciences LLC,880031,2020,,,2451,43.6025,-84.2404,0
MI,Eckert Station,1831,2020,7425.8,9364.775,89293.031,42.7183,-84.5586,0.008495583
MI,Erickson,1832,2020,616261.46,782601.455,7461886.34,42.6919,-84.6572,0.709964301
MI,Genesee Power Station,54751,2020,107644.45,,1692388.921,43.0841,-83.6743,0
MI,"Graphic Packaging International, Inc.",10698,2020,,,511272.3,42.3049,-85.5783,0
MI,Grayling Generating Station,10822,2020,,,1010746.55,44.6062,-84.6901,0
MI,Greenwood,6035,2020,1019867.18,642438.498,10833548.4,43.1056,-82.6964,0.582810569
MI,Hancock Peakers,1730,2020,4769.69,3958.8,67111.9,42.5497,-83.4425,0.003591364
MI,Holland Energy Park,59093,2020,829012.73,355654.299,5984614.214,42.793,-86.0925,0.322644245
MI,J B Sims,1825,2020,38602.5,36621.025,356919.835,43.0722,-86.2342,0.033222045
MI,J H Campbell,1710,2020,7289885.09,7425853.869,70803324.58,42.9103,-86.2036,6.736623242
MI,Jackson Generating Station,55270,2020,1848112.1,873996.483,14706656.31,42.2488,-84.3767,0.792876499
MI,Kalamazoo River Generating Station,55101,2020,77351.8,57002.899,959163.599,42.2797,-85.4922,0.051712175
MI,Kalkaska CT Project #1,7984,2020,22256.3,14004.725,235626.072,44.6889,-85.2019,0.012704876
MI,Lansing BWL REO Town Plant,58427,2020,579520.33,302219.761,5085480.1,42.7197,-84.5518,0.274169234
MI,Livingston Generating Station,55102,2020,4022.24,3880.283,65294.998,45.0291,-84.7332,0.003520135
MI,Marathon Petroleum Company LP,880029,2020,,,574792.475,42.165,-83.091,0
MI,Michigan Power Limited Partnership,54915,2020,1084416.02,561589.46,9449816.174,43.94,-86.4247,0.509465534
MI,Midland Cogeneration Venture,10745,2020,7698015.03,,84198249.73,43.5861,-84.2242,0
MI,Monroe,1733,2020,14293855.81,14276708.62,136084002.4,41.8917,-83.3461,12.9516159
MI,New Covert Generating Project,55297,2020,7408941.17,3076430.652,51766839.03,42.3231,-86.2925,2.790891741
MI,"Otsego Paper, Inc.",55799,2020,64313.5,,783919.375,42.4641,-85.6941,0
MI,Renaissance Power,55402,2020,1177783.42,756474.183,12729140.54,43.1864,-84.8429,0.686262032
MI,River Rouge,1740,2020,261457.67,242207.638,3127562.989,42.2733,-83.1131,0.219727136
MI,St. Clair,1743,2020,1884076.93,2087492.367,19903603.93,42.7642,-82.4719,1.893741763
MI,Sumpter Plant,7972,2020,341509.19,261295.699,4396849.717,42.167,-83.5318,0.237043539
MI,T B Simon Power Plant,10328,2020,,,2484897.75,42.7178,-84.4836,0
MI,TES Filer City Station,50835,2020,,,6719955.202,44.217,-86.2906,0
MI,Trenton Channel,1745,2020,,349326.939,3330730.781,42.1236,-83.1811,0.316904159
MI,University of Michigan,880045,2020,,,447730.35,42.2808,-83.7342,0
MI,Wyandotte,1866,2020,,37626.345,634649.406,42.2081,-83.1453,0.034134056
MI,Zeeland Generating Station,55087,2020,4143222.93,1960485.28,32988972.17,42.82,-85.9988,1.778522839
MN,Allen S King,1915,2020,894530.42,931679.661,8883284.94,45.03,-92.7786,0.845205813
