State, Facility Name, Facility ID (ORISPL), Year, Gross Load (MW-h), CO2 (short tons), Heat Input (MMBtu), Facility Latitude, Facility Longitude,CO2 (Mt)
UT,Lake Side Power Plant,56237,2020,5715947.12,2388175.032,40185626.11,40.3311,-111.7547,2.166516566
UT,Millcreek Power,56253,2020,110281.47,64367.55,1087877.951,37.1124,-113.5155,0.058393276
UT,Nebo Power Station,56177,2020,484697.91,212944.96,3583163.259,40.0614,-111.7294,0.193180474
UT,Sunnyside Cogeneration Associates,50951,2020,367272.81,,,39.5472,-110.3917,0
UT,West Valley Power Plant,55622,2020,307827.53,199087.061,3349995.483,40.6663,-112.031,0.180608795
VA,AdvanSix Resins and Chemicals - Hopewell,880093,2020,,,2018827.575,37.1815,-77.1621,0
VA,Altavista Power Station,10773,2020,,460880.039,4216419.227,37.1183,-79.2726,0.418103458
VA,Bear Garden Generating Station,56807,2020,4401048.83,1805606.03,30382240.54,37.6961,-78.2848,1.638018706
VA,Birchwood Power Facility,54304,2020,99461.54,108615.784,1058633.744,38.2667,-77.3147,0.09853461
VA,Brunswick County Power Station,58260,2020,10163435.11,4135381.48,69586192.38,36.7637,-77.7112,3.751556048
VA,Buchanan Units 1 & 2,55738,2020,456560.42,258931.451,4357006.208,37.1753,-81.9617,0.234898728
VA,Celanese Acetate LLC,52089,2020,,,3810732.3,37.3451,-80.764,0
VA,Chesterfield Power Station,3797,2020,3645296.01,2020768.003,30464363.29,37.3822,-77.3833,1.833210421
VA,Clinch River,3775,2020,287707.24,184039.754,3096889.291,36.9333,-82.1997,0.166958104
VA,Clover Power Station,7213,2020,1360178.51,1432252.161,13959582.12,36.8692,-78.7046,1.299317677
VA,Commonwealth Chesapeake,55381,2020,25021.69,20757.889,255824.009,37.9892,-75.54,0.018831246
VA,Darbytown Combustion Turbine,7212,2020,104673.49,80893.3,1346145.6,37.4978,-77.368,0.073385188
VA,Doswell Limited Partnership,52019,2020,5763987.6,3097620.62,52120200.28,37.8181,-77.4478,2.810114962
VA,Elizabeth River Combustion Turbine Sta,52087,2020,85531.67,63054.9,1062716.2,36.7743,-76.3119,0.057202459
VA,"GP Big Island, LLC",50479,2020,,,557418.216,37.534,-79.357,0
VA,Gordonsville Power Station,54844,2020,1189232.55,594369.426,9992829.717,38.1245,-78.2031,0.539203028
VA,Gravel Neck Combustion Turbine,7032,2020,144699.68,113015.2,1907276.9,37.1575,-76.6911,0.102525694
VA,Greensville County Power Station,59913,2020,10936952.19,4189822.459,70502052.51,36.7184,-77.6523,3.800944087
VA,Hopewell Cogeneration Facility,10633,2020,1499191.29,1025984.208,17264209.88,37.2914,-77.2821,0.930757484
VA,Hopewell Power Station,10771,2020,,133476.977,1223104.288,37.2969,-77.2833,0.121088311
VA,Ladysmith Combustion Turbine Sta,7839,2020,1158721.39,682849.364,11435831.52,38.0725,-77.5141,0.6194707
VA,Louisa Generation Facility,7837,2020,361468.01,238054.684,4005133.685,38.1181,-78.2139,0.215959639
VA,Marsh Run Generation Facility,7836,2020,576581.08,355516.912,5981067.253,38.5283,-77.7681,0.32251961
VA,Panda Stonewall Power Project,59004,2020,5064378.56,2012750.541,33868405.69,39.0578,-77.5425,1.8259371
VA,Possum Point Power Station,3804,2020,3861452.02,1604137.311,26901544.12,38.5367,-77.2806,1.455249306
VA,Remington Combustion Turbine Station,7838,2020,697842.41,419713.811,7055949.974,38.5447,-77.7707,0.380758074
VA,RockTenn West Point Mill,10017,2020,,,1555626.235,37.5392,-76.8053,0
VA,Southampton Power Station,10774,2020,,466122.877,4264259.028,36.6525,-76.9953,0.422859682
VA,"Spruance Genco, LLC",54081,2020,,337958.244,5686858.407,37.4556,-77.4308,0.30659065
VA,Tasley Energy Center,3785,2020,459,,12339.6,37.7061,-75.7031,0
VA,Tenaska Virginia Generating Station,55439,2020,4535059.55,1925324.45,32395611.09,37.8667,-78.3813,1.746625461
VA,Virginia City Hybrid Energy Center,56808,2020,,1109651.89,10793233.65,36.9161,-82.3381,1.00665955
VA,Warren County Power Station,55939,2020,9346687.03,3747810.748,63064073.16,38.9705,-78.1777,3.399957693
VA,WestRock Virginia Corp Covington Ops,50900,2020,,,7559399.285,37.7997,-79.9946,0
VA,Wolf Hills Energy,55285,2020,99722.15,68266.1,1157880.2,36.6644,-82.1044,0.061929982
VA,Yorktown Power Station,3809,2020,65699.75,62395.709,770931.991,37.2144,-76.4611,0.056604451
VT,Berlin 5,3734,2020,,344.4,4252,44.2498,-72.6035,0.000312435
VT,J C McNeil,589,2020,259501.25,384304.775,3675110.2,44.4917,-73.2081,0.348635527
VT,Penny Lane Gas Turbine,3754,2020,,740.2,9125.8,44.4817,-73.2241,0.000671498
WA,Centralia,3845,2020,5469664.33,6390281.626,60929479.26,46.7559,-122.8578,5.797167637
WA,Chehalis Generation Facility,55662,2020,2526873.81,1060882.092,17851412.1,46.6226,-122.9145,0.962416321
WA,Encogen Generating Station,7870,2020,257553.85,196358.765,3304024.002,48.746,-122.486,0.178133726
WA,Ferndale Generating Station,54537,2020,753169.67,560670.863,9434462.148,48.8283,-122.6853,0.508632197
WA,Frederickson Power LP,55818,2020,971383.11,406892.349,6846774.727,47.0864,-122.3644,0.369126636
WA,Fredonia Generating Station,607,2020,29471.15,19632.391,321521.274,48.4553,-122.435,0.017810211
WA,Goldendale Generating Station,55482,2020,2019912.64,804092.697,13530400.73,45.8114,-120.833,0.729460833
WA,Grays Harbor Energy Center,7999,2020,2562669.79,1079384.58,18162762.71,46.9688,-123.48,0.9792015
WA,Mint Farm Generating Station,55700,2020,829212.13,356751.954,6003060.077,46.1403,-122.9842,0.323640021
WA,River Road,7605,2020,1649795.38,699342.272,11767962.94,45.65,-122.7231,0.634432819
WA,Sumas Generating Station,54476,2020,335209.77,249258.094,4194252.959,48.9905,-122.2733,0.226123204
WI,Appleton Property Ventures LLC,55558,2020,509476.63,222398.794,3742217.103,44.2717,-88.3011,0.20175685
WI,Bay Front,3982,2020,178011.76,300886.493,2891669.764,46.5869,-90.9017,0.272959713
WI,Blount Street,3992,2020,32892.89,26577.625,447227.249,43.0792,-89.3739,0.024110823
WI,Columbia,8023,2020,5643646.21,6212741.745,59242619.22,43.4864,-89.4203,5.63610612
WI,Concord,7159,2020,88541.75,74053.895,1246087.077,43.1669,-88.69,0.067180583
WI,Depere Energy Center,55029,2020,122874.64,79382.394,1335709.702,44.4489,-88.0731,0.072014517
WI,Edgewater (4050),4050,2020,1189819.74,1297712.24,12373316.5,43.715,-87.7094,1.177265078
WI,Elk Mound Generating Station,7863,2020,4991.62,3737.1,63307,44.9019,-91.5678,0.003390241
WI,Elm Road Generating Station,56068,2020,8195480.17,7739753.19,73817406.68,42.8445,-87.829,7.021387998
WI,Fitchburg Generating Station,3991,2020,37.77,,1174.5,43.0149,-89.4603,0
WI,Fox Energy Center,56031,2020,4569126.42,1725908.957,29041696.1,44.3204,-88.2089,1.565718717
WI,French Island,4005,2020,537.62,,8858.4,43.8298,-91.26,0
WI,Genoa,4143,2020,1006183.06,1105690.912,10542454.3,43.5592,-91.2333,1.00306621
WI,Germantown Power Plant,6253,2020,11036.39,11944.483,182282.465,43.1952,-88.1496,0.010835856
WI,Island Street Peaking Plant,55836,2020,2593.18,2127.082,35796.072,44.2761,-88.2656,0.001929657
WI,J P Madgett,4271,2020,1566270.37,1846887.813,17609570.05,44.3026,-91.9126,1.675468921
WI,Manitowoc,4125,2020,,205666.367,1973959.089,44.082,-87.6558,0.186577443
WI,Marshfield Utilities Combustion Turbine,56480,2020,2399.62,1581.284,26280.731,44.635,-90.135,0.001434517
WI,Neenah Energy Facility,55135,2020,413908.7,274772.3,4657196.2,44.1934,-88.5055,0.249269309
WI,Paris,7270,2020,66315.57,53989.864,907399.468,42.6658,-88.0131,0.048978795
WI,Port Washington Generating Station,4040,2020,8498354.12,3422935.237,57597461.08,43.3842,-87.8689,3.105235503
WI,Pulliam,4072,2020,61844.63,44793.789,753750.054,44.5397,-88.0083,0.040636253
WI,Riverside Energy Center,55641,2020,4352050.8,1786707.467,30064839.44,42.5835,-89.0351,1.620874213
WI,Rock River,4057,2020,71.94,,3456.4,42.5831,-89.0292,0
WI,Rockgen Energy Center,55391,2020,439325.23,295658.987,4971121.011,42.9767,-89.0492,0.268217398
WI,Rothschild Biomass Cogeneration Facility,58124,2020,,337721.857,3240866.724,44.8878,-89.6298,0.306376203
WI,Sheboygan Falls Energy Facility,56166,2020,584556.58,379628.711,6387969.782,43.7519,-87.8783,0.344393472
WI,Sheepskin,4059,2020,12.02,,782.1,42.8347,-89.1108,0
WI,South Fond Du Lac,7203,2020,26975.99,27342.738,459570.29,43.7353,-88.4968,0.024804922
WI,South Oak Creek,4041,2020,3381163.14,3553613.478,33900439.98,42.8457,-87.8294,3.223784843
WI,Valley (WEPCO),4042,2020,,485796.804,8195023.162,43.0303,-87.9233,0.440707574
WI,West Campus Cogeneration Facility,7991,2020,444489.84,278670.628,4688450.289,43.0751,-89.4251,0.252805814
WI,West Marinette,4076,2020,111123.21,86512.441,1464473.521,45.0869,-87.6881,0.078482789
WI,Weston,4078,2020,4569615.99,4025257.937,38439205.68,44.8606,-89.6553,3.651653622
WI,Wheaton Generating Plant,4014,2020,36536.32,,519281,44.8864,-91.5158,0
WI,Whitewater Cogeneration Facility,55011,2020,893054.23,428152.137,7202000.849,42.8543,-88.7297,0.388413196
WV,Altivia Services Institute Facility,880053,2020,,,496112.261,38.3845,-81.7764,0
WV,Axiall Corporation Natrium Plant,50491,2020,,454966.825,10746937,39.7475,-80.8547,0.412739079
WV,Big Sandy Peaker Plant,55284,2020,241781.49,158624.9,2687489.8,38.3441,-82.5938,0.14390213
WV,Ceredo Generating Station,55276,2020,106996.07,79837,1353242.5,38.3681,-82.5339,0.072426929
WV,Chemours Belle Plant,10788,2020,,,,38.2431,-81.556,0
WV,Fort Martin Power Station,3943,2020,5568239.61,5175523.081,50443729.95,39.7107,-79.9275,4.695156906
WV,Grant Town Power Plant,10151,2020,,833260.691,8121427.722,39.5611,-80.1642,0.7559216
WV,Harrison Power Station,3944,2020,11775463.92,10737557.68,104654602.3,39.3844,-80.3325,9.740951262
WV,John E Amos,3935,2020,11392869.73,11181737,109028027.6,38.4731,-81.8233,10.14390408
WV,Longview Power,56671,2020,5486282.9,4757227.216,46366753.6,39.7078,-79.9588,4.315685172
WV,Mitchell (WV),3948,2020,3954910.19,4000630.396,39052565.32,39.8297,-80.8153,3.629311886
WV,Morgantown Energy Facility,10743,2020,,,744541.104,39.6397,-79.9606,0
WV,Mount Storm Power Station,3954,2020,5066532.83,5140495.682,50102368.12,39.2014,-79.2667,4.663380575
WV,Mountaineer (1301),6264,2020,5764660.08,5491899.428,53620440.31,38.9794,-81.9344,4.982168783
WV,"Pleasants Energy, LLC",55349,2020,1684412.68,1015467.083,17086432.61,39.3328,-81.3639,0.921216506
WV,Pleasants Power Station,6004,2020,5432769.83,5246313.091,51133697.24,39.3668,-81.2944,4.759376541
WV,UCC South Charleston Plant,50151,2020,,,614921.536,38.3688,-81.6786,0
WY,Cheyenne Prairie Generating Station,57703,2020,281841.17,165867.066,2791108.734,41.1229,-104.7214,0.150472114
WY,Dave Johnston,4158,2020,4778446.07,5397569.887,51464143.52,42.8378,-105.7769,4.896594438
WY,Dry Fork Station,56609,2020,3530926.67,3615537.429,34473079.2,44.3901,-105.4591,3.279961323
WY,Jim Bridger,8066,2020,11334029.14,12275116.35,117039764.9,41.7378,-108.7875,11.13580143
WY,Laramie River,6204,2020,8649850.34,10230871.1,97548343.89,42.1103,-104.8828,9.281292802
WY,Naughton,4162,2020,2904460.38,3056807.435,30338463.64,41.7572,-110.5986,2.773089853
WY,Neil Simpson II,7504,2020,782371.26,960076.625,9468885.876,44.2853,-105.3841,0.870967113
WY,Neil Simpson II (CT2),55477,2020,15114.45,10034.43,168852.662,44.2853,-105.3841,0.009103084
WY,Wygen I,55479,2020,770690.3,918861.708,8761068.827,44.2862,-105.3843,0.833577559
WY,Wygen II,56319,2020,783714.54,935205.921,8916959.037,44.2911,-105.3815,0.848404783
WY,Wygen III,56596,2020,932801.94,1014000.898,9668215.844,44.2892,-105.3795,0.919886405
WY,Wyodak,6101,2020,2010442.6,2338068.07,22292803.88,44.2886,-105.3847,2.121060282
